Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Associated Transcript Name
ENSMUSG00000020950	ENSMUST00000154930	Foxg1	Foxg1-003
ENSMUSG00000020950	ENSMUST00000179669	Foxg1	Foxg1-004
ENSMUSG00000020950	ENSMUST00000021333	Foxg1	Foxg1-001
ENSMUSG00000020962	ENSMUST00000163693	Gtf2a1	Gtf2a1-003
ENSMUSG00000020962	ENSMUST00000063314	Gtf2a1	Gtf2a1-002
ENSMUSG00000020962	ENSMUST00000021345	Gtf2a1	Gtf2a1-001
ENSMUSG00000021025	ENSMUST00000021413	Nfkbia	Nfkbia-201
ENSMUSG00000021039	ENSMUST00000021428	Snw1	Snw1-201
ENSMUSG00000021055	ENSMUST00000110421	Esr2	Esr2-001
ENSMUSG00000021055	ENSMUST00000101291	Esr2	Esr2-002
ENSMUSG00000021055	ENSMUST00000133564	Esr2	Esr2-003
ENSMUSG00000021055	ENSMUST00000076634	Esr2	Esr2-201
ENSMUSG00000021095	ENSMUST00000021513	Gsc	Gsc-001
ENSMUSG00000021099	ENSMUST00000021519	Six6	Six6-001
ENSMUSG00000021103	ENSMUST00000187549	Mnat1	Mnat1-002
ENSMUSG00000021103	ENSMUST00000189644	Mnat1	Mnat1-003
ENSMUSG00000021103	ENSMUST00000021523	Mnat1	Mnat1-001
ENSMUSG00000021144	ENSMUST00000009099	Mta1	Mta1-001
ENSMUSG00000021144	ENSMUST00000109723	Mta1	Mta1-002
ENSMUSG00000021144	ENSMUST00000069690	Mta1	Mta1-003
ENSMUSG00000021144	ENSMUST00000130926	Mta1	Mta1-004
ENSMUSG00000021144	ENSMUST00000134488	Mta1	Mta1-006
ENSMUSG00000021144	ENSMUST00000156030	Mta1	Mta1-005
ENSMUSG00000021144	ENSMUST00000109726	Mta1	Mta1-201
ENSMUSG00000021144	ENSMUST00000109727	Mta1	Mta1-202
ENSMUSG00000021156	ENSMUST00000110637	Zmynd11	Zmynd11-005
ENSMUSG00000021156	ENSMUST00000110638	Zmynd11	Zmynd11-004
ENSMUSG00000021156	ENSMUST00000110636	Zmynd11	Zmynd11-001
ENSMUSG00000021156	ENSMUST00000062658	Zmynd11	Zmynd11-003
ENSMUSG00000021156	ENSMUST00000137932	Zmynd11	Zmynd11-008
ENSMUSG00000021156	ENSMUST00000110635	Zmynd11	Zmynd11-006
ENSMUSG00000021156	ENSMUST00000110634	Zmynd11	Zmynd11-002
ENSMUSG00000021156	ENSMUST00000110633	Zmynd11	Zmynd11-007
ENSMUSG00000021156	ENSMUST00000137813	Zmynd11	Zmynd11-019
ENSMUSG00000021156	ENSMUST00000138039	Zmynd11	Zmynd11-018
ENSMUSG00000021156	ENSMUST00000130151	Zmynd11	Zmynd11-016
ENSMUSG00000021156	ENSMUST00000154994	Zmynd11	Zmynd11-012
ENSMUSG00000021156	ENSMUST00000128658	Zmynd11	Zmynd11-010
ENSMUSG00000021156	ENSMUST00000152725	Zmynd11	Zmynd11-009
ENSMUSG00000021156	ENSMUST00000157035	Zmynd11	Zmynd11-015
ENSMUSG00000021156	ENSMUST00000140180	Zmynd11	Zmynd11-017
ENSMUSG00000021156	ENSMUST00000146059	Zmynd11	Zmynd11-013
ENSMUSG00000021156	ENSMUST00000144642	Zmynd11	Zmynd11-014
ENSMUSG00000021156	ENSMUST00000146039	Zmynd11	Zmynd11-011
ENSMUSG00000021188	ENSMUST00000021605	Trip11	Trip11-001
ENSMUSG00000021188	ENSMUST00000177183	Trip11	Trip11-007
ENSMUSG00000021188	ENSMUST00000177480	Trip11	Trip11-004
ENSMUSG00000021188	ENSMUST00000177536	Trip11	Trip11-003
ENSMUSG00000021188	ENSMUST00000176728	Trip11	Trip11-006
ENSMUSG00000021188	ENSMUST00000085086	Trip11	Trip11-002
ENSMUSG00000021217	ENSMUST00000021641	Tshz3	Tshz3-001
ENSMUSG00000021217	ENSMUST00000176413	Tshz3	Tshz3-002
ENSMUSG00000021239	ENSMUST00000021665	Vsx2	Vsx2-001
ENSMUSG00000021239	ENSMUST00000169934	Vsx2	Vsx2-002
ENSMUSG00000021250	ENSMUST00000021674	Fos	Fos-001
ENSMUSG00000021250	ENSMUST00000134311	Fos	Fos-002
ENSMUSG00000021250	ENSMUST00000140525	Fos	Fos-003
ENSMUSG00000021250	ENSMUST00000136122	Fos	Fos-004
ENSMUSG00000021255	ENSMUST00000116402	Esrrb	Esrrb-001
ENSMUSG00000021255	ENSMUST00000110203	Esrrb	Esrrb-003
ENSMUSG00000021255	ENSMUST00000110204	Esrrb	Esrrb-002
ENSMUSG00000021255	ENSMUST00000021680	Esrrb	Esrrb-006
ENSMUSG00000021255	ENSMUST00000167891	Esrrb	Esrrb-005
ENSMUSG00000021255	ENSMUST00000136464	Esrrb	Esrrb-004
ENSMUSG00000021264	ENSMUST00000021692	Yy1	Yy1-001
ENSMUSG00000021264	ENSMUST00000126912	Yy1	Yy1-002
ENSMUSG00000021318	ENSMUST00000130065	Gli3	Gli3-003
ENSMUSG00000021318	ENSMUST00000141194	Gli3	Gli3-004
ENSMUSG00000021318	ENSMUST00000130535	Gli3	Gli3-002
ENSMUSG00000021318	ENSMUST00000110510	Gli3	Gli3-001
ENSMUSG00000021326	ENSMUST00000021761	Trim27	Trim27-001
ENSMUSG00000021326	ENSMUST00000124052	Trim27	Trim27-002
ENSMUSG00000021326	ENSMUST00000124794	Trim27	Trim27-003
ENSMUSG00000021326	ENSMUST00000139287	Trim27	Trim27-004
ENSMUSG00000021327	ENSMUST00000070785	Zkscan3	Zkscan3-003
ENSMUSG00000021327	ENSMUST00000116434	Zkscan3	Zkscan3-001
ENSMUSG00000021327	ENSMUST00000145631	Zkscan3	Zkscan3-006
ENSMUSG00000021327	ENSMUST00000117721	Zkscan3	Zkscan3-004
ENSMUSG00000021327	ENSMUST00000116433	Zkscan3	Zkscan3-002
ENSMUSG00000021327	ENSMUST00000151467	Zkscan3	Zkscan3-005
ENSMUSG00000021356	ENSMUST00000021784	Irf4	Irf4-001
ENSMUSG00000021356	ENSMUST00000110307	Irf4	Irf4-002
ENSMUSG00000021359	ENSMUST00000110193	Tfap2a	Tfap2a-202
ENSMUSG00000021359	ENSMUST00000021787	Tfap2a	Tfap2a-201
ENSMUSG00000021362	ENSMUST00000021791	Gcm2	Gcm2-201
ENSMUSG00000021363	ENSMUST00000165087	Mak	Mak-203
ENSMUSG00000021363	ENSMUST00000070193	Mak	Mak-202
ENSMUSG00000021363	ENSMUST00000021792	Mak	Mak-201
ENSMUSG00000021366	ENSMUST00000060148	Hivep1	Hivep1-201
ENSMUSG00000021377	ENSMUST00000021807	Dek	Dek-001
ENSMUSG00000021377	ENSMUST00000135278	Dek	Dek-002
ENSMUSG00000021377	ENSMUST00000138401	Dek	Dek-003
ENSMUSG00000021377	ENSMUST00000150652	Dek	Dek-004
ENSMUSG00000021377	ENSMUST00000143933	Dek	Dek-005
ENSMUSG00000021377	ENSMUST00000129352	Dek	Dek-006
ENSMUSG00000021379	ENSMUST00000021810	Id4	Id4-201
ENSMUSG00000021381	ENSMUST00000021813	Barx1	Barx1-001
ENSMUSG00000021469	ENSMUST00000021922	Msx2	Msx2-001
ENSMUSG00000021469	ENSMUST00000188606	Msx2	Msx2-002
ENSMUSG00000021476	ENSMUST00000021929	Habp4	Habp4-201
ENSMUSG00000021485	ENSMUST00000021941	Mxd3	Mxd3-001
ENSMUSG00000021485	ENSMUST00000146181	Mxd3	Mxd3-002
ENSMUSG00000021485	ENSMUST00000141644	Mxd3	Mxd3-003
ENSMUSG00000021488	ENSMUST00000099490	Nsd1	Nsd1-201
ENSMUSG00000021496	ENSMUST00000124968	Pcbd2	Pcbd2-001
ENSMUSG00000021496	ENSMUST00000021958	Pcbd2	Pcbd2-201
ENSMUSG00000021506	ENSMUST00000021968	Pitx1	Pitx1-001
ENSMUSG00000021506	ENSMUST00000173618	Pitx1	Pitx1-002
ENSMUSG00000021510	ENSMUST00000012314	Zfp729a	Zfp729a-001
ENSMUSG00000021514	ENSMUST00000126879	Zfp369	Zfp369-001
ENSMUSG00000021514	ENSMUST00000130799	Zfp369	Zfp369-002
ENSMUSG00000021514	ENSMUST00000125510	Zfp369	Zfp369-004
ENSMUSG00000021514	ENSMUST00000155732	Zfp369	Zfp369-003
ENSMUSG00000021540	ENSMUST00000069557	Smad5	Smad5-001
ENSMUSG00000021540	ENSMUST00000138677	Smad5	Smad5-004
ENSMUSG00000021540	ENSMUST00000109876	Smad5	Smad5-002
ENSMUSG00000021540	ENSMUST00000132302	Smad5	Smad5-005
ENSMUSG00000021540	ENSMUST00000109874	Smad5	Smad5-003
ENSMUSG00000021540	ENSMUST00000136702	Smad5	Smad5-006
ENSMUSG00000021548	ENSMUST00000022030	Ccnh	Ccnh-001
ENSMUSG00000021548	ENSMUST00000165077	Ccnh	Ccnh-005
ENSMUSG00000021548	ENSMUST00000164127	Ccnh	Ccnh-002
ENSMUSG00000021548	ENSMUST00000163600	Ccnh	Ccnh-003
ENSMUSG00000021548	ENSMUST00000163713	Ccnh	Ccnh-006
ENSMUSG00000021548	ENSMUST00000172029	Ccnh	Ccnh-004
ENSMUSG00000021548	ENSMUST00000166932	Ccnh	Ccnh-007
ENSMUSG00000021575	ENSMUST00000022059	Ahrr	Ahrr-001
ENSMUSG00000021575	ENSMUST00000109640	Ahrr	Ahrr-002
ENSMUSG00000021575	ENSMUST00000123058	Ahrr	Ahrr-003
ENSMUSG00000021575	ENSMUST00000137538	Ahrr	Ahrr-004
ENSMUSG00000021575	ENSMUST00000148438	Ahrr	Ahrr-005
ENSMUSG00000021598	ENSMUST00000022089	Med10	Med10-201
ENSMUSG00000021604	ENSMUST00000176684	Irx4	Irx4-002
ENSMUSG00000021604	ENSMUST00000022095	Irx4	Irx4-001
ENSMUSG00000021660	ENSMUST00000022163	Btf3	Btf3-001
ENSMUSG00000021660	ENSMUST00000152704	Btf3	Btf3-002
ENSMUSG00000021660	ENSMUST00000133461	Btf3	Btf3-005
ENSMUSG00000021660	ENSMUST00000134542	Btf3	Btf3-003
ENSMUSG00000021660	ENSMUST00000133826	Btf3	Btf3-004
ENSMUSG00000021685	ENSMUST00000022195	Otp	Otp-001
ENSMUSG00000021685	ENSMUST00000184985	Otp	Otp-002
ENSMUSG00000021690	ENSMUST00000065537	Jmy	Jmy-201
ENSMUSG00000021743	ENSMUST00000022262	Fezf2	Fezf2-201
ENSMUSG00000021767	ENSMUST00000182996	Kat6b	Kat6b-007
ENSMUSG00000021767	ENSMUST00000183201	Kat6b	Kat6b-008
ENSMUSG00000021767	ENSMUST00000182855	Kat6b	Kat6b-002
ENSMUSG00000021767	ENSMUST00000182859	Kat6b	Kat6b-004
ENSMUSG00000021767	ENSMUST00000182405	Kat6b	Kat6b-001
ENSMUSG00000021767	ENSMUST00000096222	Kat6b	Kat6b-006
ENSMUSG00000021767	ENSMUST00000183228	Kat6b	Kat6b-005
ENSMUSG00000021767	ENSMUST00000183055	Kat6b	Kat6b-011
ENSMUSG00000021767	ENSMUST00000182964	Kat6b	Kat6b-003
ENSMUSG00000021767	ENSMUST00000182553	Kat6b	Kat6b-010
ENSMUSG00000021767	ENSMUST00000182732	Kat6b	Kat6b-009
ENSMUSG00000021767	ENSMUST00000069648	Kat6b	Kat6b-201
ENSMUSG00000021767	ENSMUST00000112458	Kat6b	Kat6b-202
ENSMUSG00000021775	ENSMUST00000090543	Nr1d2	Nr1d2-001
ENSMUSG00000021775	ENSMUST00000143308	Nr1d2	Nr1d2-002
ENSMUSG00000021779	ENSMUST00000022304	Thrb	Thrb-001
ENSMUSG00000021779	ENSMUST00000022303	Thrb	Thrb-002
ENSMUSG00000021779	ENSMUST00000091471	Thrb	Thrb-201
ENSMUSG00000021810	ENSMUST00000022344	Ecd	Ecd-201
ENSMUSG00000021848	ENSMUST00000118578	Otx2	Otx2-001
ENSMUSG00000021848	ENSMUST00000122009	Otx2	Otx2-003
ENSMUSG00000021848	ENSMUST00000119070	Otx2	Otx2-002
ENSMUSG00000021848	ENSMUST00000135279	Otx2	Otx2-005
ENSMUSG00000021848	ENSMUST00000152018	Otx2	Otx2-004
ENSMUSG00000021848	ENSMUST00000144465	Otx2	Otx2-007
ENSMUSG00000021848	ENSMUST00000133479	Otx2	Otx2-006
ENSMUSG00000021848	ENSMUST00000119739	Otx2	Otx2-008
ENSMUSG00000021908	ENSMUST00000022467	Gm6768	Gm6768-201
ENSMUSG00000021938	ENSMUST00000022507	Pspc1	Pspc1-001
ENSMUSG00000021938	ENSMUST00000163924	Pspc1	Pspc1-002
ENSMUSG00000021938	ENSMUST00000168524	Pspc1	Pspc1-004
ENSMUSG00000021938	ENSMUST00000168575	Pspc1	Pspc1-003
ENSMUSG00000021944	ENSMUST00000118022	Gata4	Gata4-001
ENSMUSG00000021944	ENSMUST00000067417	Gata4	Gata4-002
ENSMUSG00000021944	ENSMUST00000121312	Gata4	Gata4-003
ENSMUSG00000021944	ENSMUST00000132122	Gata4	Gata4-006
ENSMUSG00000021944	ENSMUST00000137244	Gata4	Gata4-004
ENSMUSG00000021944	ENSMUST00000156782	Gata4	Gata4-005
ENSMUSG00000021945	ENSMUST00000022511	Zmym2	Zmym2-201
ENSMUSG00000021963	ENSMUST00000128764	Sap18	Sap18-001
ENSMUSG00000021963	ENSMUST00000111267	Sap18	Sap18-002
ENSMUSG00000021963	ENSMUST00000111268	Sap18	Sap18-003
ENSMUSG00000021963	ENSMUST00000131455	Sap18	Sap18-004
ENSMUSG00000021963	ENSMUST00000143600	Sap18	Sap18-005
ENSMUSG00000021963	ENSMUST00000111269	Sap18	Sap18-006
ENSMUSG00000021972	ENSMUST00000022544	Hmbox1	Hmbox1-006
ENSMUSG00000021972	ENSMUST00000176386	Hmbox1	Hmbox1-003
ENSMUSG00000021972	ENSMUST00000176128	Hmbox1	Hmbox1-001
ENSMUSG00000021972	ENSMUST00000176832	Hmbox1	Hmbox1-008
ENSMUSG00000021972	ENSMUST00000177326	Hmbox1	Hmbox1-005
ENSMUSG00000021972	ENSMUST00000175744	Hmbox1	Hmbox1-004
ENSMUSG00000021972	ENSMUST00000176489	Hmbox1	Hmbox1-007
ENSMUSG00000021972	ENSMUST00000175905	Hmbox1	Hmbox1-002
ENSMUSG00000021972	ENSMUST00000176657	Hmbox1	Hmbox1-009
ENSMUSG00000021972	ENSMUST00000067843	Hmbox1	Hmbox1-201
ENSMUSG00000022010	ENSMUST00000110888	Tsc22d1	Tsc22d1-006
ENSMUSG00000022010	ENSMUST00000048371	Tsc22d1	Tsc22d1-002
ENSMUSG00000022010	ENSMUST00000177333	Tsc22d1	Tsc22d1-009
ENSMUSG00000022010	ENSMUST00000176886	Tsc22d1	Tsc22d1-010
ENSMUSG00000022010	ENSMUST00000176581	Tsc22d1	Tsc22d1-011
ENSMUSG00000022010	ENSMUST00000175984	Tsc22d1	Tsc22d1-012
ENSMUSG00000022010	ENSMUST00000177471	Tsc22d1	Tsc22d1-013
ENSMUSG00000022010	ENSMUST00000175811	Tsc22d1	Tsc22d1-014
ENSMUSG00000022010	ENSMUST00000175655	Tsc22d1	Tsc22d1-015
ENSMUSG00000022010	ENSMUST00000140251	Tsc22d1	Tsc22d1-016
ENSMUSG00000022010	ENSMUST00000142683	Tsc22d1	Tsc22d1-004
ENSMUSG00000022010	ENSMUST00000101618	Tsc22d1	Tsc22d1-003
ENSMUSG00000022010	ENSMUST00000177207	Tsc22d1	Tsc22d1-005
ENSMUSG00000022010	ENSMUST00000022587	Tsc22d1	Tsc22d1-001
ENSMUSG00000022010	ENSMUST00000134109	Tsc22d1	Tsc22d1-007
ENSMUSG00000022010	ENSMUST00000133224	Tsc22d1	Tsc22d1-008
ENSMUSG00000022019	ENSMUST00000169504	Tdrd3	Tdrd3-002
ENSMUSG00000022019	ENSMUST00000168275	Tdrd3	Tdrd3-003
ENSMUSG00000022019	ENSMUST00000170712	Tdrd3	Tdrd3-004
ENSMUSG00000022019	ENSMUST00000163714	Tdrd3	Tdrd3-005
ENSMUSG00000022019	ENSMUST00000170865	Tdrd3	Tdrd3-001
ENSMUSG00000022053	ENSMUST00000022637	Ebf2	Ebf2-001
ENSMUSG00000022053	ENSMUST00000176161	Ebf2	Ebf2-003
ENSMUSG00000022053	ENSMUST00000177231	Ebf2	Ebf2-002
ENSMUSG00000022053	ENSMUST00000176029	Ebf2	Ebf2-004
ENSMUSG00000022061	ENSMUST00000022646	Nkx3-1	Nkx3-1-001
ENSMUSG00000022096	ENSMUST00000022691	Hr	Hr-001
ENSMUSG00000022096	ENSMUST00000161069	Hr	Hr-002
ENSMUSG00000022096	ENSMUST00000163060	Hr	Hr-003
ENSMUSG00000022096	ENSMUST00000159959	Hr	Hr-004
ENSMUSG00000022096	ENSMUST00000161468	Hr	Hr-005
ENSMUSG00000022105	ENSMUST00000163932	Rb1	Rb1-004
ENSMUSG00000022105	ENSMUST00000022701	Rb1	Rb1-001
ENSMUSG00000022105	ENSMUST00000168495	Rb1	Rb1-006
ENSMUSG00000022105	ENSMUST00000170967	Rb1	Rb1-005
ENSMUSG00000022105	ENSMUST00000169002	Rb1	Rb1-003
ENSMUSG00000022105	ENSMUST00000164624	Rb1	Rb1-002
ENSMUSG00000022109	ENSMUST00000022705	Med4	Med4-201
ENSMUSG00000022178	ENSMUST00000054487	Ajuba	Ajuba-201
ENSMUSG00000022205	ENSMUST00000022816	Sub1	Sub1-001
ENSMUSG00000022205	ENSMUST00000110504	Sub1	Sub1-002
ENSMUSG00000022205	ENSMUST00000129533	Sub1	Sub1-004
ENSMUSG00000022205	ENSMUST00000134414	Sub1	Sub1-003
ENSMUSG00000022221	ENSMUST00000168716	Ripk3	Ripk3-202
ENSMUSG00000022221	ENSMUST00000022830	Ripk3	Ripk3-201
ENSMUSG00000022221	ENSMUST00000178399	Ripk3	Ripk3-203
ENSMUSG00000022228	ENSMUST00000110485	Zscan26	Zscan26-001
ENSMUSG00000022228	ENSMUST00000032820	Zscan26	Zscan26-201
ENSMUSG00000022245	ENSMUST00000119146	Skor1	Skor1-001
ENSMUSG00000022245	ENSMUST00000116613	Skor1	Skor1-003
ENSMUSG00000022245	ENSMUST00000055281	Skor1	Skor1-002
ENSMUSG00000022255	ENSMUST00000172082	Mtdh	Mtdh-002
ENSMUSG00000022255	ENSMUST00000022865	Mtdh	Mtdh-001
ENSMUSG00000022255	ENSMUST00000163697	Mtdh	Mtdh-003
ENSMUSG00000022255	ENSMUST00000168991	Mtdh	Mtdh-010
ENSMUSG00000022255	ENSMUST00000163333	Mtdh	Mtdh-005
ENSMUSG00000022255	ENSMUST00000170050	Mtdh	Mtdh-008
ENSMUSG00000022255	ENSMUST00000170553	Mtdh	Mtdh-009
ENSMUSG00000022255	ENSMUST00000172083	Mtdh	Mtdh-007
ENSMUSG00000022255	ENSMUST00000169905	Mtdh	Mtdh-006
ENSMUSG00000022255	ENSMUST00000171711	Mtdh	Mtdh-004
ENSMUSG00000022286	ENSMUST00000161405	Grhl2	Grhl2-002
ENSMUSG00000022286	ENSMUST00000022895	Grhl2	Grhl2-001
ENSMUSG00000022286	ENSMUST00000161532	Grhl2	Grhl2-004
ENSMUSG00000022286	ENSMUST00000161933	Grhl2	Grhl2-003
ENSMUSG00000022286	ENSMUST00000159221	Grhl2	Grhl2-005
ENSMUSG00000022306	ENSMUST00000053467	Zfpm2	Zfpm2-201
ENSMUSG00000022314	ENSMUST00000022927	Rad21	Rad21-201
ENSMUSG00000022330	ENSMUST00000022952	Osr2	Osr2-201
ENSMUSG00000022335	ENSMUST00000162054	Zfat	Zfat-001
ENSMUSG00000022335	ENSMUST00000162173	Zfat	Zfat-004
ENSMUSG00000022335	ENSMUST00000160248	Zfat	Zfat-002
ENSMUSG00000022335	ENSMUST00000159430	Zfat	Zfat-003
ENSMUSG00000022335	ENSMUST00000161139	Zfat	Zfat-005
ENSMUSG00000022338	ENSMUST00000060652	Eny2	Eny2-201
ENSMUSG00000022346	ENSMUST00000161976	Myc	Myc-001
ENSMUSG00000022346	ENSMUST00000022971	Myc	Myc-005
ENSMUSG00000022346	ENSMUST00000159327	Myc	Myc-004
ENSMUSG00000022346	ENSMUST00000167731	Myc	Myc-006
ENSMUSG00000022346	ENSMUST00000159338	Myc	Myc-003
ENSMUSG00000022346	ENSMUST00000160009	Myc	Myc-002
ENSMUSG00000022346	ENSMUST00000188482	Myc	Myc-201
ENSMUSG00000022346	ENSMUST00000191178	Myc	Myc-202
ENSMUSG00000022361	ENSMUST00000175805	Zhx1	Zhx1-006
ENSMUSG00000022361	ENSMUST00000070143	Zhx1	Zhx1-001
ENSMUSG00000022361	ENSMUST00000177276	Zhx1	Zhx1-002
ENSMUSG00000022361	ENSMUST00000176270	Zhx1	Zhx1-007
ENSMUSG00000022361	ENSMUST00000176713	Zhx1	Zhx1-005
ENSMUSG00000022361	ENSMUST00000110168	Zhx1	Zhx1-201
ENSMUSG00000022383	ENSMUST00000109422	Ppara	Ppara-001
ENSMUSG00000022383	ENSMUST00000109423	Ppara	Ppara-002
ENSMUSG00000022383	ENSMUST00000057979	Ppara	Ppara-003
ENSMUSG00000022383	ENSMUST00000138813	Ppara	Ppara-004
ENSMUSG00000022383	ENSMUST00000134880	Ppara	Ppara-005
ENSMUSG00000022383	ENSMUST00000136453	Ppara	Ppara-006
ENSMUSG00000022389	ENSMUST00000109553	Tef	Tef-001
ENSMUSG00000022389	ENSMUST00000170027	Tef	Tef-002
ENSMUSG00000022389	ENSMUST00000169952	Tef	Tef-003
ENSMUSG00000022389	ENSMUST00000166302	Tef	Tef-004
ENSMUSG00000022389	ENSMUST00000164673	Tef	Tef-005
ENSMUSG00000022389	ENSMUST00000023024	Tef	Tef-006
ENSMUSG00000022389	ENSMUST00000167138	Tef	Tef-007
ENSMUSG00000022389	ENSMUST00000168200	Tef	Tef-008
ENSMUSG00000022389	ENSMUST00000172208	Tef	Tef-009
ENSMUSG00000022389	ENSMUST00000168632	Tef	Tef-010
ENSMUSG00000022394	ENSMUST00000023029	L3mbtl2	L3mbtl2-001
ENSMUSG00000022394	ENSMUST00000174229	L3mbtl2	L3mbtl2-002
ENSMUSG00000022394	ENSMUST00000172620	L3mbtl2	L3mbtl2-004
ENSMUSG00000022394	ENSMUST00000172568	L3mbtl2	L3mbtl2-003
ENSMUSG00000022394	ENSMUST00000172748	L3mbtl2	L3mbtl2-005
ENSMUSG00000022394	ENSMUST00000174274	L3mbtl2	L3mbtl2-011
ENSMUSG00000022394	ENSMUST00000173105	L3mbtl2	L3mbtl2-010
ENSMUSG00000022394	ENSMUST00000173607	L3mbtl2	L3mbtl2-009
ENSMUSG00000022394	ENSMUST00000174497	L3mbtl2	L3mbtl2-008
ENSMUSG00000022394	ENSMUST00000174401	L3mbtl2	L3mbtl2-007
ENSMUSG00000022394	ENSMUST00000173761	L3mbtl2	L3mbtl2-006
ENSMUSG00000022463	ENSMUST00000023100	Srebf2	Srebf2-201
ENSMUSG00000022471	ENSMUST00000165777	Xrcc6	Xrcc6-004
ENSMUSG00000022471	ENSMUST00000100399	Xrcc6	Xrcc6-002
ENSMUSG00000022471	ENSMUST00000069530	Xrcc6	Xrcc6-001
ENSMUSG00000022471	ENSMUST00000168581	Xrcc6	Xrcc6-006
ENSMUSG00000022471	ENSMUST00000170630	Xrcc6	Xrcc6-012
ENSMUSG00000022471	ENSMUST00000164779	Xrcc6	Xrcc6-005
ENSMUSG00000022471	ENSMUST00000164975	Xrcc6	Xrcc6-007
ENSMUSG00000022471	ENSMUST00000170907	Xrcc6	Xrcc6-009
ENSMUSG00000022471	ENSMUST00000166311	Xrcc6	Xrcc6-010
ENSMUSG00000022471	ENSMUST00000164920	Xrcc6	Xrcc6-011
ENSMUSG00000022471	ENSMUST00000164775	Xrcc6	Xrcc6-008
ENSMUSG00000022475	ENSMUST00000079838	Hdac7	Hdac7-006
ENSMUSG00000022475	ENSMUST00000116408	Hdac7	Hdac7-001
ENSMUSG00000022475	ENSMUST00000088402	Hdac7	Hdac7-005
ENSMUSG00000022475	ENSMUST00000151334	Hdac7	Hdac7-010
ENSMUSG00000022475	ENSMUST00000121514	Hdac7	Hdac7-008
ENSMUSG00000022475	ENSMUST00000119670	Hdac7	Hdac7-003
ENSMUSG00000022475	ENSMUST00000116409	Hdac7	Hdac7-002
ENSMUSG00000022475	ENSMUST00000118294	Hdac7	Hdac7-007
ENSMUSG00000022475	ENSMUST00000120683	Hdac7	Hdac7-004
ENSMUSG00000022475	ENSMUST00000156045	Hdac7	Hdac7-009
ENSMUSG00000022475	ENSMUST00000135651	Hdac7	Hdac7-012
ENSMUSG00000022475	ENSMUST00000134258	Hdac7	Hdac7-011
ENSMUSG00000022479	ENSMUST00000023119	Vdr	Vdr-001
ENSMUSG00000022479	ENSMUST00000139656	Vdr	Vdr-003
ENSMUSG00000022479	ENSMUST00000126568	Vdr	Vdr-002
ENSMUSG00000022479	ENSMUST00000173104	Vdr	Vdr-006
ENSMUSG00000022479	ENSMUST00000174633	Vdr	Vdr-004
ENSMUSG00000022479	ENSMUST00000173611	Vdr	Vdr-005
ENSMUSG00000022484	ENSMUST00000001699	Hoxc10	Hoxc10-001
ENSMUSG00000022485	ENSMUST00000174869	Hoxc5	Hoxc5-002
ENSMUSG00000022485	ENSMUST00000001709	Hoxc5	Hoxc5-001
ENSMUSG00000022500	ENSMUST00000023143	Litaf	Litaf-001
ENSMUSG00000022500	ENSMUST00000117360	Litaf	Litaf-002
ENSMUSG00000022500	ENSMUST00000162323	Litaf	Litaf-004
ENSMUSG00000022500	ENSMUST00000140170	Litaf	Litaf-003
ENSMUSG00000022504	ENSMUST00000023147	Ciita	Ciita-201
ENSMUSG00000022508	ENSMUST00000023151	Bcl6	Bcl6-001
ENSMUSG00000022508	ENSMUST00000135352	Bcl6	Bcl6-002
ENSMUSG00000022510	ENSMUST00000040231	Trp63	Trp63-001
ENSMUSG00000022510	ENSMUST00000115306	Trp63	Trp63-002
ENSMUSG00000022510	ENSMUST00000115310	Trp63	Trp63-003
ENSMUSG00000022510	ENSMUST00000115307	Trp63	Trp63-004
ENSMUSG00000022510	ENSMUST00000115304	Trp63	Trp63-005
ENSMUSG00000022510	ENSMUST00000115305	Trp63	Trp63-006
ENSMUSG00000022510	ENSMUST00000115308	Trp63	Trp63-202
ENSMUSG00000022510	ENSMUST00000065523	Trp63	Trp63-201
ENSMUSG00000022521	ENSMUST00000023165	Crebbp	Crebbp-001
ENSMUSG00000022521	ENSMUST00000205765	Crebbp	Crebbp-003
ENSMUSG00000022521	ENSMUST00000191387	Crebbp	Crebbp-002
ENSMUSG00000022521	ENSMUST00000205945	Crebbp	Crebbp-006
ENSMUSG00000022521	ENSMUST00000206464	Crebbp	Crebbp-005
ENSMUSG00000022521	ENSMUST00000205344	Crebbp	Crebbp-004
ENSMUSG00000022521	ENSMUST00000206098	Crebbp	Crebbp-008
ENSMUSG00000022521	ENSMUST00000205685	Crebbp	Crebbp-007
ENSMUSG00000022526	ENSMUST00000080406	Zfp251	Zfp251-201
ENSMUSG00000022528	ENSMUST00000023171	Hes1	Hes1-001
ENSMUSG00000022528	ENSMUST00000161839	Hes1	Hes1-002
ENSMUSG00000022528	ENSMUST00000161676	Hes1	Hes1-003
ENSMUSG00000022528	ENSMUST00000160592	Hes1	Hes1-004
ENSMUSG00000022529	ENSMUST00000023176	Zfp263	Zfp263-001
ENSMUSG00000022529	ENSMUST00000159425	Zfp263	Zfp263-002
ENSMUSG00000022529	ENSMUST00000162207	Zfp263	Zfp263-003
ENSMUSG00000022529	ENSMUST00000161630	Zfp263	Zfp263-004
ENSMUSG00000022529	ENSMUST00000160923	Zfp263	Zfp263-005
ENSMUSG00000022529	ENSMUST00000159060	Zfp263	Zfp263-006
