Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Associated Transcript Name
ENSMUSG00000000078	ENSMUST00000000080	Klf6	Klf6-201
ENSMUSG00000000093	ENSMUST00000000095	Tbx2	Tbx2-001
ENSMUSG00000000094	ENSMUST00000108047	Tbx4	Tbx4-001
ENSMUSG00000000094	ENSMUST00000108045	Tbx4	Tbx4-002
ENSMUSG00000000094	ENSMUST00000000096	Tbx4	Tbx4-201
ENSMUSG00000000103	ENSMUST00000187148	Zfy2	Zfy2-002
ENSMUSG00000000103	ENSMUST00000115891	Zfy2	Zfy2-001
ENSMUSG00000000134	ENSMUST00000144715	Tfe3	Tfe3-011
ENSMUSG00000000134	ENSMUST00000132209	Tfe3	Tfe3-012
ENSMUSG00000000134	ENSMUST00000077680	Tfe3	Tfe3-003
ENSMUSG00000000134	ENSMUST00000079542	Tfe3	Tfe3-004
ENSMUSG00000000134	ENSMUST00000115679	Tfe3	Tfe3-005
ENSMUSG00000000134	ENSMUST00000137467	Tfe3	Tfe3-006
ENSMUSG00000000134	ENSMUST00000143680	Tfe3	Tfe3-007
ENSMUSG00000000134	ENSMUST00000115680	Tfe3	Tfe3-010
ENSMUSG00000000134	ENSMUST00000144900	Tfe3	Tfe3-013
ENSMUSG00000000134	ENSMUST00000115677	Tfe3	Tfe3-002
ENSMUSG00000000134	ENSMUST00000101695	Tfe3	Tfe3-008
ENSMUSG00000000134	ENSMUST00000115678	Tfe3	Tfe3-001
ENSMUSG00000000134	ENSMUST00000126694	Tfe3	Tfe3-009
ENSMUSG00000000134	ENSMUST00000133456	Tfe3	Tfe3-014
ENSMUSG00000000247	ENSMUST00000143783	Lhx2	Lhx2-003
ENSMUSG00000000247	ENSMUST00000149664	Lhx2	Lhx2-004
ENSMUSG00000000247	ENSMUST00000133661	Lhx2	Lhx2-005
ENSMUSG00000000247	ENSMUST00000000253	Lhx2	Lhx2-001
ENSMUSG00000000247	ENSMUST00000176229	Lhx2	Lhx2-007
ENSMUSG00000000247	ENSMUST00000155964	Lhx2	Lhx2-002
ENSMUSG00000000247	ENSMUST00000175896	Lhx2	Lhx2-006
ENSMUSG00000000282	ENSMUST00000000291	Mnt	Mnt-001
ENSMUSG00000000282	ENSMUST00000133217	Mnt	Mnt-003
ENSMUSG00000000282	ENSMUST00000132150	Mnt	Mnt-002
ENSMUSG00000000317	ENSMUST00000000326	Bcl6b	Bcl6b-001
ENSMUSG00000000317	ENSMUST00000153449	Bcl6b	Bcl6b-002
ENSMUSG00000000317	ENSMUST00000140542	Bcl6b	Bcl6b-003
ENSMUSG00000000435	ENSMUST00000000445	Myf5	Myf5-201
ENSMUSG00000000440	ENSMUST00000171644	Pparg	Pparg-001
ENSMUSG00000000440	ENSMUST00000203732	Pparg	Pparg-002
ENSMUSG00000000440	ENSMUST00000204305	Pparg	Pparg-004
ENSMUSG00000000440	ENSMUST00000203308	Pparg	Pparg-006
ENSMUSG00000000440	ENSMUST00000205213	Pparg	Pparg-007
ENSMUSG00000000440	ENSMUST00000000450	Pparg	Pparg-003
ENSMUSG00000000440	ENSMUST00000203896	Pparg	Pparg-005
ENSMUSG00000000561	ENSMUST00000010278	Wdr77	Wdr77-001
ENSMUSG00000000561	ENSMUST00000127464	Wdr77	Wdr77-003
ENSMUSG00000000561	ENSMUST00000130994	Wdr77	Wdr77-002
ENSMUSG00000000561	ENSMUST00000128005	Wdr77	Wdr77-006
ENSMUSG00000000561	ENSMUST00000151263	Wdr77	Wdr77-005
ENSMUSG00000000567	ENSMUST00000000579	Sox9	Sox9-001
ENSMUSG00000000568	ENSMUST00000172361	Hnrnpd	Hnrnpd-001
ENSMUSG00000000568	ENSMUST00000019128	Hnrnpd	Hnrnpd-002
ENSMUSG00000000568	ENSMUST00000112939	Hnrnpd	Hnrnpd-003
ENSMUSG00000000568	ENSMUST00000072750	Hnrnpd	Hnrnpd-005
ENSMUSG00000000568	ENSMUST00000171106	Hnrnpd	Hnrnpd-006
ENSMUSG00000000568	ENSMUST00000171640	Hnrnpd	Hnrnpd-010
ENSMUSG00000000568	ENSMUST00000164833	Hnrnpd	Hnrnpd-012
ENSMUSG00000000568	ENSMUST00000168396	Hnrnpd	Hnrnpd-004
ENSMUSG00000000568	ENSMUST00000170654	Hnrnpd	Hnrnpd-009
ENSMUSG00000000568	ENSMUST00000171786	Hnrnpd	Hnrnpd-007
ENSMUSG00000000568	ENSMUST00000170912	Hnrnpd	Hnrnpd-008
ENSMUSG00000000581	ENSMUST00000000594	C1d	C1d-001
ENSMUSG00000000581	ENSMUST00000156784	C1d	C1d-002
ENSMUSG00000000581	ENSMUST00000131227	C1d	C1d-003
ENSMUSG00000000581	ENSMUST00000135568	C1d	C1d-004
ENSMUSG00000000581	ENSMUST00000130330	C1d	C1d-005
ENSMUSG00000000690	ENSMUST00000173432	Hoxb6	Hoxb6-001
ENSMUSG00000000690	ENSMUST00000000704	Hoxb6	Hoxb6-201
ENSMUSG00000000708	ENSMUST00000163648	Kat2b	Kat2b-003
ENSMUSG00000000708	ENSMUST00000000724	Kat2b	Kat2b-001
ENSMUSG00000000708	ENSMUST00000164390	Kat2b	Kat2b-002
ENSMUSG00000000708	ENSMUST00000166525	Kat2b	Kat2b-004
ENSMUSG00000000708	ENSMUST00000167092	Kat2b	Kat2b-005
ENSMUSG00000000708	ENSMUST00000172160	Kat2b	Kat2b-007
ENSMUSG00000000708	ENSMUST00000171072	Kat2b	Kat2b-006
ENSMUSG00000000731	ENSMUST00000145975	Aire	Aire-001
ENSMUSG00000000731	ENSMUST00000130972	Aire	Aire-002
ENSMUSG00000000731	ENSMUST00000128241	Aire	Aire-007
ENSMUSG00000000731	ENSMUST00000143548	Aire	Aire-015
ENSMUSG00000000731	ENSMUST00000131028	Aire	Aire-013
ENSMUSG00000000731	ENSMUST00000155021	Aire	Aire-003
ENSMUSG00000000731	ENSMUST00000140636	Aire	Aire-004
ENSMUSG00000000731	ENSMUST00000148469	Aire	Aire-005
ENSMUSG00000000731	ENSMUST00000019257	Aire	Aire-008
ENSMUSG00000000731	ENSMUST00000105395	Aire	Aire-010
ENSMUSG00000000731	ENSMUST00000156417	Aire	Aire-011
ENSMUSG00000000731	ENSMUST00000105396	Aire	Aire-012
ENSMUSG00000000731	ENSMUST00000143735	Aire	Aire-009
ENSMUSG00000000731	ENSMUST00000154374	Aire	Aire-006
ENSMUSG00000000731	ENSMUST00000143452	Aire	Aire-016
ENSMUSG00000000731	ENSMUST00000141255	Aire	Aire-014
ENSMUSG00000000782	ENSMUST00000086844	Tcf7	Tcf7-001
ENSMUSG00000000782	ENSMUST00000109071	Tcf7	Tcf7-002
ENSMUSG00000000823	ENSMUST00000108789	Zfp512b	Zfp512b-001
ENSMUSG00000000823	ENSMUST00000128553	Zfp512b	Zfp512b-002
ENSMUSG00000000823	ENSMUST00000155947	Zfp512b	Zfp512b-006
ENSMUSG00000000823	ENSMUST00000135561	Zfp512b	Zfp512b-010
ENSMUSG00000000823	ENSMUST00000140103	Zfp512b	Zfp512b-007
ENSMUSG00000000823	ENSMUST00000150552	Zfp512b	Zfp512b-009
ENSMUSG00000000823	ENSMUST00000132538	Zfp512b	Zfp512b-008
ENSMUSG00000000823	ENSMUST00000131866	Zfp512b	Zfp512b-005
ENSMUSG00000000823	ENSMUST00000133598	Zfp512b	Zfp512b-004
ENSMUSG00000000823	ENSMUST00000153998	Zfp512b	Zfp512b-003
ENSMUSG00000000861	ENSMUST00000118955	Bcl11a	Bcl11a-001
ENSMUSG00000000861	ENSMUST00000127494	Bcl11a	Bcl11a-002
ENSMUSG00000000861	ENSMUST00000000881	Bcl11a	Bcl11a-003
ENSMUSG00000000861	ENSMUST00000124148	Bcl11a	Bcl11a-004
ENSMUSG00000000861	ENSMUST00000109516	Bcl11a	Bcl11a-005
ENSMUSG00000000861	ENSMUST00000109514	Bcl11a	Bcl11a-006
ENSMUSG00000000902	ENSMUST00000000925	Smarcb1	Smarcb1-001
ENSMUSG00000000902	ENSMUST00000133189	Smarcb1	Smarcb1-004
ENSMUSG00000000902	ENSMUST00000140408	Smarcb1	Smarcb1-003
ENSMUSG00000000902	ENSMUST00000121304	Smarcb1	Smarcb1-002
ENSMUSG00000000902	ENSMUST00000140388	Smarcb1	Smarcb1-005
ENSMUSG00000000902	ENSMUST00000146555	Smarcb1	Smarcb1-006
ENSMUSG00000000938	ENSMUST00000125581	Hoxa10	Hoxa10-001
ENSMUSG00000000938	ENSMUST00000126402	Hoxa10	Hoxa10-002
ENSMUSG00000000938	ENSMUST00000121043	Hoxa10	Hoxa10-004
ENSMUSG00000000938	ENSMUST00000142611	Hoxa10	Hoxa10-003
ENSMUSG00000000942	ENSMUST00000101395	Hoxa4	Hoxa4-001
ENSMUSG00000001016	ENSMUST00000196769	Ilf2	Ilf2-001
ENSMUSG00000001016	ENSMUST00000197644	Ilf2	Ilf2-003
ENSMUSG00000001016	ENSMUST00000198738	Ilf2	Ilf2-004
ENSMUSG00000001016	ENSMUST00000001042	Ilf2	Ilf2-002
ENSMUSG00000001016	ENSMUST00000198325	Ilf2	Ilf2-005
ENSMUSG00000001016	ENSMUST00000198641	Ilf2	Ilf2-007
ENSMUSG00000001065	ENSMUST00000001092	Zfp276	Zfp276-001
ENSMUSG00000001065	ENSMUST00000150356	Zfp276	Zfp276-006
ENSMUSG00000001065	ENSMUST00000156896	Zfp276	Zfp276-002
ENSMUSG00000001065	ENSMUST00000154450	Zfp276	Zfp276-007
ENSMUSG00000001065	ENSMUST00000146158	Zfp276	Zfp276-003
ENSMUSG00000001065	ENSMUST00000147312	Zfp276	Zfp276-004
ENSMUSG00000001065	ENSMUST00000130333	Zfp276	Zfp276-005
ENSMUSG00000001103	ENSMUST00000001130	Sebox	Sebox-001
ENSMUSG00000001103	ENSMUST00000125670	Sebox	Sebox-002
ENSMUSG00000001156	ENSMUST00000001184	Mxd1	Mxd1-001
ENSMUSG00000001156	ENSMUST00000203946	Mxd1	Mxd1-003
ENSMUSG00000001156	ENSMUST00000204437	Mxd1	Mxd1-004
ENSMUSG00000001156	ENSMUST00000205076	Mxd1	Mxd1-002
ENSMUSG00000001280	ENSMUST00000170884	Sp1	Sp1-002
ENSMUSG00000001280	ENSMUST00000165924	Sp1	Sp1-005
ENSMUSG00000001280	ENSMUST00000163709	Sp1	Sp1-008
ENSMUSG00000001280	ENSMUST00000001326	Sp1	Sp1-001
ENSMUSG00000001280	ENSMUST00000165837	Sp1	Sp1-003
ENSMUSG00000001280	ENSMUST00000169619	Sp1	Sp1-007
ENSMUSG00000001280	ENSMUST00000168802	Sp1	Sp1-004
ENSMUSG00000001280	ENSMUST00000170042	Sp1	Sp1-006
ENSMUSG00000001288	ENSMUST00000043172	Rarg	Rarg-001
ENSMUSG00000001288	ENSMUST00000063339	Rarg	Rarg-002
ENSMUSG00000001288	ENSMUST00000135466	Rarg	Rarg-006
ENSMUSG00000001288	ENSMUST00000130204	Rarg	Rarg-005
ENSMUSG00000001288	ENSMUST00000124224	Rarg	Rarg-004
ENSMUSG00000001288	ENSMUST00000155563	Rarg	Rarg-003
ENSMUSG00000001289	ENSMUST00000166658	Pfdn5	Pfdn5-001
ENSMUSG00000001289	ENSMUST00000062492	Pfdn5	Pfdn5-006
ENSMUSG00000001289	ENSMUST00000168805	Pfdn5	Pfdn5-005
ENSMUSG00000001289	ENSMUST00000170627	Pfdn5	Pfdn5-002
ENSMUSG00000001289	ENSMUST00000001335	Pfdn5	Pfdn5-003
ENSMUSG00000001289	ENSMUST00000169637	Pfdn5	Pfdn5-004
ENSMUSG00000001289	ENSMUST00000165671	Pfdn5	Pfdn5-007
ENSMUSG00000001289	ENSMUST00000165717	Pfdn5	Pfdn5-008
ENSMUSG00000001418	ENSMUST00000177005	Glmp	Glmp-001
ENSMUSG00000001418	ENSMUST00000193646	Glmp	Glmp-010
ENSMUSG00000001418	ENSMUST00000153716	Glmp	Glmp-003
ENSMUSG00000001418	ENSMUST00000152801	Glmp	Glmp-002
ENSMUSG00000001418	ENSMUST00000131666	Glmp	Glmp-004
ENSMUSG00000001418	ENSMUST00000176519	Glmp	Glmp-008
ENSMUSG00000001418	ENSMUST00000001454	Glmp	Glmp-009
ENSMUSG00000001418	ENSMUST00000176425	Glmp	Glmp-007
ENSMUSG00000001418	ENSMUST00000140039	Glmp	Glmp-005
ENSMUSG00000001418	ENSMUST00000154381	Glmp	Glmp-006
ENSMUSG00000001419	ENSMUST00000001455	Mef2d	Mef2d-001
ENSMUSG00000001419	ENSMUST00000119251	Mef2d	Mef2d-002
ENSMUSG00000001419	ENSMUST00000107558	Mef2d	Mef2d-003
ENSMUSG00000001419	ENSMUST00000107559	Mef2d	Mef2d-004
ENSMUSG00000001419	ENSMUST00000140927	Mef2d	Mef2d-005
ENSMUSG00000001419	ENSMUST00000139153	Mef2d	Mef2d-006
ENSMUSG00000001419	ENSMUST00000152861	Mef2d	Mef2d-007
ENSMUSG00000001424	ENSMUST00000168362	Snd1	Snd1-004
ENSMUSG00000001424	ENSMUST00000164915	Snd1	Snd1-002
ENSMUSG00000001424	ENSMUST00000001460	Snd1	Snd1-001
ENSMUSG00000001424	ENSMUST00000167201	Snd1	Snd1-003
ENSMUSG00000001424	ENSMUST00000183161	Snd1	Snd1-012
ENSMUSG00000001424	ENSMUST00000171532	Snd1	Snd1-005
ENSMUSG00000001424	ENSMUST00000163772	Snd1	Snd1-006
ENSMUSG00000001424	ENSMUST00000169321	Snd1	Snd1-007
ENSMUSG00000001424	ENSMUST00000171195	Snd1	Snd1-009
ENSMUSG00000001424	ENSMUST00000169579	Snd1	Snd1-010
ENSMUSG00000001424	ENSMUST00000166136	Snd1	Snd1-011
ENSMUSG00000001424	ENSMUST00000165151	Snd1	Snd1-008
ENSMUSG00000001444	ENSMUST00000001484	Tbx21	Tbx21-001
ENSMUSG00000001493	ENSMUST00000057054	Meox1	Meox1-001
ENSMUSG00000001496	ENSMUST00000178477	Nkx2-1	Nkx2-1-001
ENSMUSG00000001496	ENSMUST00000001536	Nkx2-1	Nkx2-1-002
ENSMUSG00000001497	ENSMUST00000153250	Pax9	Pax9-001
ENSMUSG00000001497	ENSMUST00000152848	Pax9	Pax9-002
ENSMUSG00000001497	ENSMUST00000001538	Pax9	Pax9-201
ENSMUSG00000001504	ENSMUST00000074372	Irx2	Irx2-001
ENSMUSG00000001504	ENSMUST00000169028	Irx2	Irx2-003
ENSMUSG00000001504	ENSMUST00000167067	Irx2	Irx2-005
ENSMUSG00000001504	ENSMUST00000163393	Irx2	Irx2-006
ENSMUSG00000001504	ENSMUST00000172353	Irx2	Irx2-004
ENSMUSG00000001510	ENSMUST00000092768	Dlx3	Dlx3-001
ENSMUSG00000001517	ENSMUST00000123988	Foxm1	Foxm1-002
ENSMUSG00000001517	ENSMUST00000073316	Foxm1	Foxm1-001
ENSMUSG00000001517	ENSMUST00000112148	Foxm1	Foxm1-003
ENSMUSG00000001517	ENSMUST00000203040	Foxm1	Foxm1-008
ENSMUSG00000001517	ENSMUST00000203258	Foxm1	Foxm1-009
ENSMUSG00000001517	ENSMUST00000125456	Foxm1	Foxm1-006
ENSMUSG00000001517	ENSMUST00000136395	Foxm1	Foxm1-005
ENSMUSG00000001517	ENSMUST00000153423	Foxm1	Foxm1-007
ENSMUSG00000001521	ENSMUST00000001562	Tulp3	Tulp3-001
ENSMUSG00000001521	ENSMUST00000128708	Tulp3	Tulp3-004
ENSMUSG00000001521	ENSMUST00000138313	Tulp3	Tulp3-002
ENSMUSG00000001521	ENSMUST00000133134	Tulp3	Tulp3-005
ENSMUSG00000001521	ENSMUST00000203625	Tulp3	Tulp3-006
ENSMUSG00000001521	ENSMUST00000157005	Tulp3	Tulp3-003
ENSMUSG00000001552	ENSMUST00000124659	Jup	Jup-003
ENSMUSG00000001552	ENSMUST00000001592	Jup	Jup-001
ENSMUSG00000001552	ENSMUST00000151476	Jup	Jup-005
ENSMUSG00000001552	ENSMUST00000107403	Jup	Jup-002
ENSMUSG00000001552	ENSMUST00000152774	Jup	Jup-006
ENSMUSG00000001552	ENSMUST00000149798	Jup	Jup-004
ENSMUSG00000001552	ENSMUST00000155746	Jup	Jup-007
ENSMUSG00000001552	ENSMUST00000128268	Jup	Jup-008
ENSMUSG00000001552	ENSMUST00000123903	Jup	Jup-009
ENSMUSG00000001566	ENSMUST00000165512	Mnx1	Mnx1-001
ENSMUSG00000001566	ENSMUST00000001608	Mnx1	Mnx1-201
ENSMUSG00000001632	ENSMUST00000113122	Brpf1	Brpf1-003
ENSMUSG00000001632	ENSMUST00000204198	Brpf1	Brpf1-011
ENSMUSG00000001632	ENSMUST00000113121	Brpf1	Brpf1-004
ENSMUSG00000001632	ENSMUST00000113119	Brpf1	Brpf1-001
ENSMUSG00000001632	ENSMUST00000113117	Brpf1	Brpf1-002
ENSMUSG00000001632	ENSMUST00000204626	Brpf1	Brpf1-008
ENSMUSG00000001632	ENSMUST00000203577	Brpf1	Brpf1-009
ENSMUSG00000001632	ENSMUST00000124530	Brpf1	Brpf1-006
ENSMUSG00000001632	ENSMUST00000138737	Brpf1	Brpf1-007
ENSMUSG00000001632	ENSMUST00000131594	Brpf1	Brpf1-005
ENSMUSG00000001655	ENSMUST00000001700	Hoxc13	Hoxc13-001
ENSMUSG00000001656	ENSMUST00000001701	Hoxc11	Hoxc11-001
ENSMUSG00000001657	ENSMUST00000001703	Hoxc8	Hoxc8-001
ENSMUSG00000001657	ENSMUST00000189484	Hoxc8	Hoxc8-002
ENSMUSG00000001661	ENSMUST00000173210	Hoxc6	Hoxc6-002
ENSMUSG00000001661	ENSMUST00000173421	Hoxc6	Hoxc6-003
ENSMUSG00000001661	ENSMUST00000001711	Hoxc6	Hoxc6-001
ENSMUSG00000001741	ENSMUST00000001792	Il16	Il16-001
ENSMUSG00000001741	ENSMUST00000145610	Il16	Il16-003
ENSMUSG00000001741	ENSMUST00000151047	Il16	Il16-004
ENSMUSG00000001741	ENSMUST00000153560	Il16	Il16-002
ENSMUSG00000001741	ENSMUST00000131916	Il16	Il16-006
ENSMUSG00000001741	ENSMUST00000156553	Il16	Il16-005
ENSMUSG00000001815	ENSMUST00000001867	Evx2	Evx2-001
ENSMUSG00000001815	ENSMUST00000173623	Evx2	Evx2-201
ENSMUSG00000001819	ENSMUST00000001872	Hoxd13	Hoxd13-001
ENSMUSG00000001823	ENSMUST00000001878	Hoxd12	Hoxd12-001
ENSMUSG00000001911	ENSMUST00000148644	Nfix	Nfix-008
ENSMUSG00000001911	ENSMUST00000148746	Nfix	Nfix-007
ENSMUSG00000001911	ENSMUST00000109764	Nfix	Nfix-001
ENSMUSG00000001911	ENSMUST00000076715	Nfix	Nfix-003
ENSMUSG00000001911	ENSMUST00000099070	Nfix	Nfix-002
ENSMUSG00000001911	ENSMUST00000109762	Nfix	Nfix-004
ENSMUSG00000001911	ENSMUST00000132236	Nfix	Nfix-006
ENSMUSG00000001911	ENSMUST00000126806	Nfix	Nfix-005
ENSMUSG00000002028	ENSMUST00000114689	Kmt2a	Kmt2a-001
ENSMUSG00000002028	ENSMUST00000138119	Kmt2a	Kmt2a-004
ENSMUSG00000002028	ENSMUST00000152241	Kmt2a	Kmt2a-003
ENSMUSG00000002028	ENSMUST00000128768	Kmt2a	Kmt2a-002
ENSMUSG00000002028	ENSMUST00000002095	Kmt2a	Kmt2a-201
ENSMUSG00000002052	ENSMUST00000002121	Supt6	Supt6-001
ENSMUSG00000002052	ENSMUST00000108314	Supt6	Supt6-002
ENSMUSG00000002057	ENSMUST00000108294	Foxn1	Foxn1-001
ENSMUSG00000002068	ENSMUST00000108023	Ccne1	Ccne1-001
ENSMUSG00000002068	ENSMUST00000128785	Ccne1	Ccne1-004
ENSMUSG00000002068	ENSMUST00000137097	Ccne1	Ccne1-005
ENSMUSG00000002068	ENSMUST00000130329	Ccne1	Ccne1-003
ENSMUSG00000002068	ENSMUST00000124979	Ccne1	Ccne1-002
ENSMUSG00000002102	ENSMUST00000067663	Psmc3	Psmc3-001
ENSMUSG00000002102	ENSMUST00000002171	Psmc3	Psmc3-009
ENSMUSG00000002102	ENSMUST00000152269	Psmc3	Psmc3-005
ENSMUSG00000002102	ENSMUST00000111441	Psmc3	Psmc3-002
ENSMUSG00000002102	ENSMUST00000185715	Psmc3	Psmc3-010
ENSMUSG00000002102	ENSMUST00000146506	Psmc3	Psmc3-007
ENSMUSG00000002102	ENSMUST00000141462	Psmc3	Psmc3-003
ENSMUSG00000002102	ENSMUST00000131473	Psmc3	Psmc3-004
ENSMUSG00000002102	ENSMUST00000151419	Psmc3	Psmc3-006
ENSMUSG00000002102	ENSMUST00000145317	Psmc3	Psmc3-008
ENSMUSG00000002108	ENSMUST00000150654	Nr1h3	Nr1h3-004
ENSMUSG00000002108	ENSMUST00000111356	Nr1h3	Nr1h3-007
ENSMUSG00000002108	ENSMUST00000002177	Nr1h3	Nr1h3-001
ENSMUSG00000002108	ENSMUST00000111355	Nr1h3	Nr1h3-003
ENSMUSG00000002108	ENSMUST00000111354	Nr1h3	Nr1h3-002
ENSMUSG00000002108	ENSMUST00000130031	Nr1h3	Nr1h3-005
ENSMUSG00000002108	ENSMUST00000133261	Nr1h3	Nr1h3-008
ENSMUSG00000002108	ENSMUST00000136234	Nr1h3	Nr1h3-006
ENSMUSG00000002111	ENSMUST00000169852	Spi1	Spi1-003
ENSMUSG00000002111	ENSMUST00000131400	Spi1	Spi1-004
ENSMUSG00000002111	ENSMUST00000002180	Spi1	Spi1-001
ENSMUSG00000002111	ENSMUST00000132741	Spi1	Spi1-002
ENSMUSG00000002147	ENSMUST00000092074	Stat6	Stat6-001
ENSMUSG00000002147	ENSMUST00000120279	Stat6	Stat6-002
ENSMUSG00000002147	ENSMUST00000128072	Stat6	Stat6-003
ENSMUSG00000002147	ENSMUST00000156231	Stat6	Stat6-004
ENSMUSG00000002147	ENSMUST00000145470	Stat6	Stat6-005
ENSMUSG00000002249	ENSMUST00000154873	Tead3	Tead3-003
ENSMUSG00000002249	ENSMUST00000114799	Tead3	Tead3-002
ENSMUSG00000002249	ENSMUST00000156862	Tead3	Tead3-001
ENSMUSG00000002249	ENSMUST00000127212	Tead3	Tead3-004
ENSMUSG00000002249	ENSMUST00000146668	Tead3	Tead3-005
ENSMUSG00000002249	ENSMUST00000151557	Tead3	Tead3-006
ENSMUSG00000002249	ENSMUST00000080572	Tead3	Tead3-201
ENSMUSG00000002250	ENSMUST00000002320	Ppard	Ppard-001
ENSMUSG00000002250	ENSMUST00000123020	Ppard	Ppard-002
ENSMUSG00000002250	ENSMUST00000166744	Ppard	Ppard-004
ENSMUSG00000002250	ENSMUST00000142226	Ppard	Ppard-003
ENSMUSG00000002250	ENSMUST00000144200	Ppard	Ppard-006
ENSMUSG00000002250	ENSMUST00000169040	Ppard	Ppard-005
ENSMUSG00000002265	ENSMUST00000051209	Peg3	Peg3-001
ENSMUSG00000002265	ENSMUST00000150182	Peg3	Peg3-002
ENSMUSG00000002265	ENSMUST00000143703	Peg3	Peg3-004
ENSMUSG00000002265	ENSMUST00000155910	Peg3	Peg3-003
ENSMUSG00000002266	ENSMUST00000002336	Zim1	Zim1-001
ENSMUSG00000002266	ENSMUST00000122432	Zim1	Zim1-002
ENSMUSG00000002266	ENSMUST00000203908	Zim1	Zim1-201
ENSMUSG00000002307	ENSMUST00000173028	Daxx	Daxx-009
ENSMUSG00000002307	ENSMUST00000079421	Daxx	Daxx-002
ENSMUSG00000002307	ENSMUST00000173626	Daxx	Daxx-010
ENSMUSG00000002307	ENSMUST00000174541	Daxx	Daxx-004
ENSMUSG00000002307	ENSMUST00000170075	Daxx	Daxx-001
ENSMUSG00000002307	ENSMUST00000172859	Daxx	Daxx-008
ENSMUSG00000002307	ENSMUST00000174146	Daxx	Daxx-003
ENSMUSG00000002307	ENSMUST00000174646	Daxx	Daxx-007
ENSMUSG00000002307	ENSMUST00000173279	Daxx	Daxx-005
ENSMUSG00000002325	ENSMUST00000134863	Irf9	Irf9-002
ENSMUSG00000002325	ENSMUST00000130697	Irf9	Irf9-001
ENSMUSG00000002325	ENSMUST00000136109	Irf9	Irf9-005
ENSMUSG00000002325	ENSMUST00000138037	Irf9	Irf9-003
ENSMUSG00000002325	ENSMUST00000145680	Irf9	Irf9-004
ENSMUSG00000002325	ENSMUST00000126269	Irf9	Irf9-006
ENSMUSG00000002345	ENSMUST00000002418	Borcs8	Borcs8-001
ENSMUSG00000002345	ENSMUST00000123976	Borcs8	Borcs8-005
ENSMUSG00000002345	ENSMUST00000163756	Borcs8	Borcs8-006
ENSMUSG00000002345	ENSMUST00000123760	Borcs8	Borcs8-003
ENSMUSG00000002345	ENSMUST00000129668	Borcs8	Borcs8-002
ENSMUSG00000002345	ENSMUST00000110139	Borcs8	Borcs8-004
ENSMUSG00000002393	ENSMUST00000002466	Nr2f6	Nr2f6-001
ENSMUSG00000002393	ENSMUST00000132630	Nr2f6	Nr2f6-002
ENSMUSG00000002393	ENSMUST00000137734	Nr2f6	Nr2f6-003
ENSMUSG00000002393	ENSMUST00000156270	Nr2f6	Nr2f6-004
ENSMUSG00000002393	ENSMUST00000155463	Nr2f6	Nr2f6-005
ENSMUSG00000002393	ENSMUST00000137058	Nr2f6	Nr2f6-006
ENSMUSG00000002393	ENSMUST00000124732	Nr2f6	Nr2f6-007
ENSMUSG00000002393	ENSMUST00000127443	Nr2f6	Nr2f6-008
ENSMUSG00000002409	ENSMUST00000085901	Dyrk1b	Dyrk1b-001
ENSMUSG00000002409	ENSMUST00000172761	Dyrk1b	Dyrk1b-003
ENSMUSG00000002409	ENSMUST00000172467	Dyrk1b	Dyrk1b-004
ENSMUSG00000002428	ENSMUST00000002502	Hltf	Hltf-001
ENSMUSG00000002428	ENSMUST00000143005	Hltf	Hltf-002
ENSMUSG00000002428	ENSMUST00000128127	Hltf	Hltf-003
ENSMUSG00000002428	ENSMUST00000155635	Hltf	Hltf-004
ENSMUSG00000002428	ENSMUST00000145853	Hltf	Hltf-005
ENSMUSG00000002428	ENSMUST00000154233	Hltf	Hltf-006
ENSMUSG00000002455	ENSMUST00000132714	Prpf6	Prpf6-002
ENSMUSG00000002455	ENSMUST00000136481	Prpf6	Prpf6-001
ENSMUSG00000002455	ENSMUST00000139955	Prpf6	Prpf6-003
ENSMUSG00000002455	ENSMUST00000002529	Prpf6	Prpf6-201
ENSMUSG00000002524	ENSMUST00000100527	Puf60	Puf60-202
ENSMUSG00000002524	ENSMUST00000002599	Puf60	Puf60-201
ENSMUSG00000002578	ENSMUST00000133342	Ikzf4	Ikzf4-001
ENSMUSG00000002578	ENSMUST00000065334	Ikzf4	Ikzf4-002
ENSMUSG00000002578	ENSMUST00000105233	Ikzf4	Ikzf4-003
ENSMUSG00000002578	ENSMUST00000119614	Ikzf4	Ikzf4-004
ENSMUSG00000002578	ENSMUST00000156052	Ikzf4	Ikzf4-007
ENSMUSG00000002578	ENSMUST00000139442	Ikzf4	Ikzf4-006
ENSMUSG00000002578	ENSMUST00000153650	Ikzf4	Ikzf4-005
ENSMUSG00000002578	ENSMUST00000149762	Ikzf4	Ikzf4-008
ENSMUSG00000002603	ENSMUST00000002678	Tgfb1	Tgfb1-001
ENSMUSG00000002603	ENSMUST00000206584	Tgfb1	Tgfb1-005
ENSMUSG00000002603	ENSMUST00000206348	Tgfb1	Tgfb1-004
ENSMUSG00000002603	ENSMUST00000169009	Tgfb1	Tgfb1-003
ENSMUSG00000002603	ENSMUST00000171757	Tgfb1	Tgfb1-002
ENSMUSG00000002617	ENSMUST00000037057	Zfp40	Zfp40-001
ENSMUSG00000002617	ENSMUST00000142999	Zfp40	Zfp40-003
ENSMUSG00000002617	ENSMUST00000140313	Zfp40	Zfp40-002
